loan_status,loan_amnt,int_rate,grade,emp_length,home_ownership,annual_inc,age
N,562063,14,A,13,Rent,5369336,48
N,746706,10,A,15,Own,2857784,40
N,308215,13,B,26,Own,4043436,51
N,18780,11,A,27,Mortgage,1134401,37
N,639853,14,B,14,Rent,1275330,43
N,545439,10,A,46,Own,9438699,47
N,65510,7,C,15,Mortgage,2722258,47
N,129302,14,A,25,Mortgage,12517629,41
N,249749,7,A,34,Own,1487562,58
N,507878,12,A,48,Mortgage,3458549,56
N,728019,11,C,22,Rent,8364188,47
N,423295,14,C,47,Own,516699,30
N,585080,8,A,18,Rent,3617518,28
N,182818,13,B,17,Mortgage,8843361,42
N,194322,12,B,14,Rent,6897795,65
N,856567,10,A,34,Mortgage,2410509,63
N,443708,12,B,54,Mortgage,1256773,38
N,30673,12,D,47,Own,3956562,45
N,139192,12,A,7,Own,13994590,25
N,613590,9,C,37,Mortgage,7546007,51
N,602405,11,D,48,Rent,5496752,28
N,851580,7,A,49,Rent,10843299,40
N,815903,12,D,37,Own,14695217,53
N,668356,8,C,35,Rent,8671046,64
N,593264,9,D,21,Rent,659089,64
N,118576,9,A,27,Rent,11573149,27
N,610732,11,D,31,Mortgage,4182657,52
N,586632,13,B,25,Rent,7307225,37
N,370138,12,A,33,Rent,3212794,45
N,53606,14,A,33,Rent,5031041,39
N,207374,10,B,9,Rent,9165527,51
N,935810,14,D,21,Mortgage,3033157,43
N,644560,10,D,16,Mortgage,2640909,29
N,363725,11,C,37,Mortgage,10376812,45
N,581165,12,D,27,Rent,2270967,25
N,537043,14,A,22,Rent,13538629,44
N,414945,7,C,24,Mortgage,9989649,50
N,811403,11,A,38,Own,14468964,57
N,198053,14,B,51,Mortgage,9500161,28
N,816646,14,C,42,Rent,2812841,30
N,32409,13,C,40,Rent,3784151,47
N,144013,9,D,10,Mortgage,8929921,50
N,561250,10,A,17,Mortgage,1219735,50
N,163880,14,B,33,Own,11910877,62
N,549649,9,A,31,Own,10734740,28
N,705637,10,C,13,Rent,6372563,50
N,269740,7,C,9,Rent,1176202,26
N,237442,13,A,14,Rent,14542665,41
N,212110,9,B,44,Mortgage,13616812,53
N,815487,14,B,30,Mortgage,8415118,33
N,898623,13,D,48,Own,14759227,28
N,189494,7,C,42,Rent,1048050,50
N,763374,13,A,28,Rent,10933681,26
N,581443,7,B,10,Rent,3331232,54
N,238527,10,A,37,Own,6405419,51
N,173908,14,A,25,Rent,11615897,64
N,495945,13,C,34,Own,1486909,55
N,877080,14,D,55,Rent,4668801,37
N,409647,14,A,32,Mortgage,6006654,36
N,220677,8,B,10,Mortgage,2239304,40
N,544926,9,D,5,Rent,2536594,62
N,821615,10,A,47,Mortgage,722288,42
N,398689,13,A,17,Mortgage,1466512,29
N,197187,14,D,51,Mortgage,7006630,48
N,197281,9,D,25,Rent,7136419,63
N,798624,8,C,19,Rent,2615418,34
N,499932,8,A,41,Mortgage,11225642,50
N,898624,10,D,21,Rent,3349104,63
N,322529,14,D,47,Mortgage,1075160,33
N,92245,14,C,46,Mortgage,6894102,31
N,473222,10,D,38,Rent,219930,62
N,608047,11,A,29,Mortgage,11700275,47
N,289424,7,D,40,Rent,13220897,30
N,905201,13,D,33,Rent,2489133,59
N,867169,13,A,7,Mortgage,7819831,43
N,400047,14,C,17,Rent,1940145,38
N,857641,11,B,55,Mortgage,9135464,64
N,736260,10,B,5,Own,13147492,25
N,554471,11,A,22,Own,6567345,40
N,106854,13,A,8,Rent,6099675,57
N,917251,13,C,30,Rent,6936441,46
N,895480,13,D,5,Rent,8021609,35
N,745407,7,B,27,Rent,6782293,51
N,85830,14,C,43,Rent,8205847,43
N,158248,10,D,17,Own,11536889,56
N,610232,7,C,15,Own,13336259,62
N,231222,10,D,49,Rent,209690,40
N,240233,12,B,24,Mortgage,6960397,31
N,169414,11,C,41,Rent,5817154,56
N,195727,9,D,47,Own,14499866,52
N,183224,7,C,14,Mortgage,9912159,27
N,863119,14,B,33,Own,3172947,52
N,574048,14,A,49,Own,5098675,57
N,838863,12,C,49,Own,4305599,35
N,706959,12,D,46,Mortgage,7814047,56
N,137604,9,B,41,Own,854721,47
N,833285,7,B,42,Mortgage,13237064,48
N,819283,10,C,40,Rent,7233633,47
N,362139,7,C,7,Rent,490734,47
N,171535,13,B,36,Own,11133942,40
N,913569,11,D,25,Rent,12714707,41
N,798755,11,A,7,Own,9010062,26
N,633236,10,A,44,Rent,10834331,27
N,192689,9,A,37,Rent,4158534,61
N,707377,11,B,28,Rent,12401950,42
N,795417,14,A,24,Own,6023559,30
N,242873,10,D,10,Mortgage,5928878,49
N,879504,14,A,40,Own,14949114,26
N,279665,7,A,44,Own,7311794,61
N,244885,8,A,27,Mortgage,953773,48
N,514021,8,C,33,Mortgage,5878473,28
N,422307,13,B,48,Mortgage,3204674,65
N,582173,14,D,8,Own,5233636,37
N,882356,13,C,21,Mortgage,2221744,60
N,524420,11,C,14,Rent,7054758,55
N,546319,14,A,31,Rent,8695062,61
N,660748,8,C,48,Mortgage,1876277,60
N,838957,14,D,43,Own,9284762,38
N,517694,8,A,29,Own,3485256,63
N,705344,10,B,11,Mortgage,10767541,25
N,708534,13,B,26,Own,9282225,38
N,734278,9,C,20,Mortgage,7036191,53
N,741778,8,C,25,Mortgage,6282588,35
N,731541,10,C,40,Own,8565609,62
N,747746,7,A,24,Rent,6505221,36
N,914428,9,C,37,Own,13394226,26
N,597328,11,C,40,Mortgage,12038521,28
N,809461,10,B,54,Own,4038105,46
N,178266,11,A,36,Mortgage,4616876,58
N,881551,7,C,15,Mortgage,9507574,48
N,346363,10,A,41,Mortgage,1735919,30
N,190146,10,C,31,Rent,6791342,49
N,764978,7,D,55,Rent,7809877,65
N,114929,12,C,38,Rent,9808522,25
N,925796,10,B,6,Rent,10945100,47
N,570334,11,D,38,Rent,6170524,36
N,197935,8,B,11,Rent,7507248,31
N,888377,10,B,10,Own,259432,63
N,528153,10,C,19,Own,13129348,37
N,268677,9,C,48,Rent,6678919,46
N,606322,10,A,40,Mortgage,14985864,58
N,306209,9,D,32,Own,3937597,33
N,206815,12,C,21,Rent,11352467,29
N,147623,10,C,14,Mortgage,12026817,33
N,623858,14,A,53,Own,12679699,52
N,380003,14,A,17,Rent,11202013,61
N,299363,8,B,18,Own,7452293,49
N,211796,12,D,17,Own,3953673,64
N,251981,11,B,27,Rent,7254064,32
N,489672,10,C,51,Rent,9992443,47
N,578054,12,C,50,Own,8755317,60
N,897085,14,C,46,Rent,3778442,26
N,856677,13,B,17,Own,10554561,36
N,91569,13,D,11,Mortgage,6488041,59
N,773171,10,B,43,Own,8931024,62
N,193004,12,D,48,Own,1257861,59
N,112699,10,A,5,Rent,13444968,39
N,492846,8,D,50,Own,14958760,54
N,95540,8,A,18,Rent,6672425,37
N,739711,13,D,22,Mortgage,4869670,32
N,360975,14,B,50,Own,11769494,57
N,778893,9,B,26,Mortgage,5241435,39
N,222120,7,B,46,Rent,774246,61
N,209123,14,A,18,Rent,2901085,51
N,268987,7,B,46,Rent,13697188,46
N,555911,10,C,49,Own,6942504,58
N,322708,9,D,39,Own,779128,51
N,848418,9,A,10,Mortgage,11201383,45
N,832776,14,C,38,Own,7366764,55
N,781150,9,B,33,Mortgage,4664181,59
N,134667,11,B,21,Own,6472366,58
N,219632,10,C,40,Mortgage,13193448,25
N,804173,7,C,40,Mortgage,6807651,64
Y,637691,13,D,43,Own,9107594,65
Y,655580,9,A,10,Own,2978660,50
Y,75537,13,C,41,Mortgage,6841980,65
Y,56711,10,D,49,Own,451491,56
Y,391840,14,C,38,Mortgage,4548328,33
Y,529869,12,A,53,Own,4387253,51
Y,574208,13,D,14,Mortgage,3592356,40
Y,700852,10,A,17,Own,5779151,62
Y,374304,8,A,50,Own,14650556,25
Y,242669,13,C,11,Mortgage,7547447,25
Y,65100,14,B,20,Rent,12102279,50
Y,491623,12,D,5,Rent,14605939,44
Y,111078,11,A,34,Rent,5315719,63
Y,591819,8,D,47,Mortgage,5671985,26
Y,760736,7,B,16,Own,12953563,39
Y,498967,8,A,25,Rent,8908769,30
Y,245457,7,A,32,Rent,7891718,46
Y,133429,7,C,26,Mortgage,13279169,29
Y,41677,11,C,16,Own,1095689,44
Y,602563,14,A,18,Rent,4982785,57
Y,353235,7,D,49,Mortgage,12437935,54
Y,668014,8,D,8,Own,8310299,25
Y,374201,13,C,35,Own,7601474,59
Y,172941,8,B,18,Rent,518378,49
Y,849209,13,A,49,Rent,7007424,34
Y,299699,14,A,11,Mortgage,8634905,38
Y,289927,14,B,53,Rent,496743,62
Y,315482,9,B,25,Mortgage,2469265,57
Y,601787,7,A,20,Own,7976985,65
Y,195954,11,C,22,Mortgage,8065390,53
Y,82037,13,C,18,Own,3059900,43
Y,491431,12,B,31,Own,6894282,46
Y,372000,10,C,11,Mortgage,12193841,47
Y,324416,9,B,37,Rent,2084941,61
Y,332784,7,C,17,Mortgage,9045311,54
Y,763493,13,A,44,Own,266989,37
Y,707080,11,A,15,Rent,4852448,27
Y,551616,8,B,29,Mortgage,9811733,56
Y,537767,9,B,50,Own,280966,35
Y,859181,11,A,38,Rent,12707888,55
Y,384635,8,B,27,Mortgage,7741931,41
Y,696961,9,A,51,Rent,1326490,26
Y,557929,9,B,41,Rent,983014,53
Y,238180,11,A,29,Own,647115,62
Y,835529,14,B,51,Rent,11358149,34
Y,282745,8,A,45,Mortgage,2873125,33
Y,851136,10,D,12,Rent,14882006,60
Y,535729,13,C,27,Rent,4498054,65
Y,471725,10,D,5,Rent,2445999,36
Y,518987,14,D,30,Own,13503534,59
Y,741930,8,C,29,Own,4203762,55
Y,859675,10,B,16,Mortgage,8631726,40
Y,646215,11,C,54,Own,4211908,47
Y,74843,13,A,28,Mortgage,14478917,37
Y,121005,12,A,14,Rent,13228175,26
Y,791358,13,A,7,Own,516821,51
Y,809547,10,B,39,Rent,9187267,47
Y,332054,9,B,43,Own,9030243,51
Y,40058,10,C,21,Mortgage,9005322,48
Y,774993,14,B,42,Mortgage,942666,28
Y,77182,11,B,37,Own,2149997,53
Y,45757,12,C,13,Rent,8054854,25
Y,348088,14,C,6,Mortgage,6442910,45
Y,779895,10,D,47,Own,4499817,50
Y,536900,7,A,24,Rent,5779405,57
Y,350172,11,A,28,Own,12790770,60
Y,234958,9,B,41,Rent,10458247,38
Y,101839,14,B,32,Own,9721281,47
Y,606466,13,C,52,Mortgage,5095872,46
Y,347042,14,D,32,Own,11514639,34
Y,224128,7,B,44,Mortgage,2718905,26
Y,181554,14,D,52,Rent,11473904,60
Y,480845,11,B,27,Mortgage,1236931,39
Y,880034,11,C,22,Rent,8590020,37
Y,137183,14,A,30,Rent,6405346,57
Y,877749,11,C,50,Own,7780815,54
Y,680569,7,B,41,Mortgage,8668886,49
Y,294920,10,C,33,Rent,2912585,36
Y,18947,13,C,16,Mortgage,1488082,48
Y,505210,10,A,47,Mortgage,10348525,52
Y,256990,7,A,35,Mortgage,12134587,31
Y,698677,9,D,28,Rent,8024998,36
Y,76671,14,C,20,Rent,5166649,46
Y,465161,10,D,29,Own,4209144,37
Y,95897,8,B,30,Rent,5624554,40
Y,297029,7,C,24,Mortgage,5812039,26
Y,128831,11,B,38,Own,10276326,25
Y,299631,11,C,17,Mortgage,8913175,63
Y,219011,11,B,6,Own,1783306,57
Y,755868,11,D,12,Rent,3276079,60
Y,91078,9,B,50,Own,2120946,46
Y,85615,7,C,7,Own,11643179,57
Y,300122,13,A,48,Mortgage,12525916,40
Y,440166,9,C,50,Rent,8967756,41
Y,519395,14,C,53,Rent,312517,64
Y,658009,10,A,34,Mortgage,409817,34
Y,447366,8,D,22,Mortgage,6322663,43
Y,419508,7,A,49,Rent,4815573,28
Y,784225,12,D,23,Rent,12457168,38
Y,430450,11,B,7,Mortgage,14472053,50
Y,462843,10,B,22,Mortgage,14908203,47
Y,555330,12,A,20,Rent,8139408,39
Y,297998,14,D,11,Rent,13344449,42
Y,330290,11,C,40,Rent,7695031,43
Y,457100,14,D,23,Rent,14866142,48
Y,759229,13,D,37,Mortgage,1800736,29
Y,193307,13,A,11,Mortgage,8662983,61
Y,783556,13,A,39,Mortgage,5266656,41
Y,217750,12,C,7,Rent,5475985,40
Y,757175,14,B,46,Mortgage,7195039,45
Y,943221,8,C,5,Own,2957074,63
Y,835693,12,C,8,Rent,14647218,25
Y,283835,8,A,5,Own,4149689,45
Y,42706,11,A,26,Rent,8525220,61
Y,907172,12,B,15,Own,11371493,61
Y,344976,9,B,38,Mortgage,8011493,62
Y,321857,12,C,45,Own,7068014,37
Y,720617,8,A,17,Mortgage,4965918,28
Y,371006,14,C,17,Mortgage,11380291,29
Y,482438,11,A,33,Mortgage,7088388,34
Y,487028,12,C,48,Rent,4787686,40
Y,736309,11,B,22,Own,1438779,51
Y,117361,10,D,47,Rent,2515923,44
Y,189790,9,D,31,Own,10211962,33
Y,505388,10,C,52,Own,7830536,38
Y,350777,8,A,24,Own,5569438,44
Y,726554,9,C,50,Rent,11003683,50
Y,915567,11,B,21,Mortgage,5867332,63
Y,219620,13,D,23,Rent,3903606,46
Y,175239,9,B,30,Mortgage,9475614,33
Y,566186,7,C,11,Own,13987322,49
Y,826530,7,B,47,Rent,9149799,53
Y,480088,14,B,46,Own,13016213,65
Y,651409,12,D,7,Mortgage,11704798,64
Y,309053,12,B,25,Mortgage,5293390,49
Y,713432,12,B,48,Own,5323209,38
Y,300249,9,B,43,Mortgage,7146655,60
Y,224521,8,A,53,Own,9720555,45
Y,203483,7,C,32,Rent,2195718,42
Y,524642,11,A,34,Mortgage,9822633,41
Y,269208,11,D,25,Mortgage,8841030,49
Y,414087,11,B,55,Mortgage,4598480,49
Y,400695,11,D,54,Own,13220460,38
Y,71363,14,C,44,Own,7394368,47
Y,929663,14,D,40,Own,8312431,55
Y,817221,8,C,42,Own,4829368,39
Y,607618,8,D,31,Mortgage,12501891,65
Y,224419,14,C,33,Rent,4016814,28
Y,49543,7,D,14,Mortgage,6494530,47
Y,345313,12,C,11,Mortgage,7904561,43
Y,409934,8,D,22,Own,7951501,45
Y,360232,13,B,21,Rent,9556962,56
Y,650910,10,C,49,Own,4598632,33
Y,799183,9,A,43,Mortgage,690361,33
Y,814034,12,A,31,Rent,3585296,47
Y,285780,8,B,55,Rent,251796,28
Y,905203,13,D,34,Own,4867070,33
Y,324605,11,B,17,Own,8827659,29
Y,267904,9,B,13,Rent,5381559,60
Y,188181,9,D,23,Mortgage,7694910,45
Y,673985,9,A,11,Rent,7079275,39
Y,281989,7,D,11,Rent,5668328,39
Y,729367,9,A,52,Mortgage,8773498,45
Y,695022,7,B,31,Own,10207766,28
Y,539119,12,B,22,Rent,8801785,41
Y,418987,7,A,35,Mortgage,1906610,64
Y,239983,12,C,34,Own,2629261,65
Y,251006,7,A,22,Own,6169093,63
Y,812096,8,C,51,Rent,12651920,59
Y,561938,11,B,49,Own,5110915,32
Y,168742,10,C,54,Rent,8071001,46
Y,707355,11,C,22,Rent,10090900,35
Y,903940,13,B,35,Own,11200012,61
Y,232778,14,A,39,Mortgage,1176010,32
Y,721462,13,A,33,Own,5348847,53
Y,778991,10,C,54,Rent,13330711,62
Y,572278,12,C,12,Rent,10056439,32
Y,207016,13,B,18,Mortgage,11101741,55
Y,887979,8,C,26,Mortgage,1809662,60
Y,193951,10,B,26,Rent,13844144,30
Y,164374,12,D,43,Mortgage,10488198,31
Y,524413,14,D,22,Own,11267939,27
Y,110688,10,C,17,Rent,11715747,39
Y,507217,14,B,7,Rent,10196866,32
Y,243665,14,B,22,Own,11571021,26
Y,488215,8,D,49,Own,8677634,52
Y,875730,11,B,10,Rent,4520846,50
Y,935219,13,D,44,Rent,2420687,56
Y,742551,9,B,28,Rent,7444199,60
Y,696355,14,C,48,Mortgage,4402219,53
Y,588946,7,B,7,Own,9056196,34
Y,259767,11,B,28,Mortgage,7698965,45
Y,18834,14,A,35,Own,2180958,41
Y,557474,8,A,43,Rent,14511045,50
Y,34170,9,B,22,Own,6959387,26
Y,185720,10,C,27,Rent,7624772,26
Y,943879,13,A,26,Mortgage,5198714,27
Y,551482,13,C,42,Mortgage,10617749,36
Y,198650,7,A,48,Rent,10452041,34
Y,338859,11,B,24,Mortgage,1527273,65
Y,548973,14,D,40,Mortgage,14433307,36
Y,341751,12,A,7,Own,11879367,38
Y,539963,12,B,35,Mortgage,5871445,64
Y,465307,10,D,34,Rent,7516112,60
Y,242675,7,C,13,Own,5281595,43
Y,236217,14,A,13,Rent,4698687,41
Y,406240,7,B,10,Mortgage,12508001,37
Y,117845,9,D,27,Own,7851133,55
Y,335714,13,C,42,Own,6701090,46
Y,886248,12,D,25,Rent,478607,28
Y,569555,8,C,33,Mortgage,467520,36
Y,639771,9,D,30,Mortgage,7955605,28
Y,934090,13,B,46,Rent,7245756,55
Y,32727,11,D,21,Mortgage,3159403,63
Y,85779,10,C,36,Mortgage,11987935,42
Y,534116,10,D,53,Rent,12041322,26
Y,670763,12,D,24,Mortgage,11789901,36
Y,853491,9,C,19,Own,7306348,57
Y,62703,9,B,10,Own,6683989,65
Y,420491,7,D,43,Own,4893343,32
Y,366501,13,D,40,Mortgage,10817235,50
Y,821336,8,A,42,Own,5820804,30
Y,375738,13,A,48,Rent,2142177,63
Y,898911,14,C,23,Mortgage,7430542,26
Y,493742,9,D,40,Own,3805767,29
Y,423440,9,A,41,Rent,9396498,34
Y,273366,11,B,55,Rent,10713320,33
Y,862924,11,D,5,Mortgage,8847251,40
Y,96067,8,C,35,Mortgage,857445,58
Y,266077,9,B,16,Rent,9299275,32
Y,697193,7,A,14,Own,2086540,25
Y,545606,14,D,55,Own,13577076,52
Y,859752,9,B,43,Own,5650360,63
Y,238931,7,C,41,Mortgage,6968063,58
Y,920200,10,C,19,Mortgage,2583151,40
Y,828684,9,C,12,Mortgage,3211467,60
Y,469358,11,C,5,Own,14736823,53
Y,236154,11,A,40,Mortgage,9022116,45
Y,876841,14,B,24,Own,12816727,47
Y,608357,10,C,39,Rent,9264357,30
Y,99525,14,B,35,Rent,12519496,34
Y,552675,9,C,36,Rent,11654411,47
Y,883983,14,A,28,Rent,7857045,25
Y,79017,7,C,36,Own,5889424,45
Y,32115,14,B,11,Mortgage,12385196,64
Y,175554,10,A,28,Own,12863897,26
Y,204801,8,B,32,Mortgage,13264807,28
Y,215693,7,A,17,Own,8760782,46
Y,569790,9,A,36,Rent,2060750,38
Y,130586,13,C,37,Mortgage,3866280,50
Y,779289,12,A,31,Own,7965486,47
Y,407282,12,A,16,Rent,5011440,60
Y,227663,9,A,35,Mortgage,1164910,56
Y,695644,7,C,49,Mortgage,6664855,41
Y,26337,9,B,52,Rent,7396182,64
Y,612085,14,B,51,Rent,13597993,60
Y,390217,8,D,34,Mortgage,12877270,28
Y,247784,12,A,13,Mortgage,972455,27
Y,338142,7,B,28,Own,11687345,55
Y,594449,11,D,27,Rent,196592,40
Y,501457,14,B,30,Mortgage,6326222,25
Y,475241,9,A,38,Own,9517970,32
Y,405465,9,A,46,Mortgage,9693169,44
Y,882938,10,B,23,Own,4185867,51
Y,629493,11,A,37,Own,7286453,64
Y,710455,11,B,20,Mortgage,9814468,60
Y,84822,12,D,36,Mortgage,12733080,57
Y,757072,7,D,29,Mortgage,973728,46
Y,449252,14,D,19,Rent,3390133,48
Y,387003,14,A,46,Rent,11986920,33
Y,151005,9,C,38,Rent,2481405,45
Y,227709,10,A,41,Own,2050956,46
Y,639851,13,A,9,Mortgage,5410771,45
Y,523852,14,C,6,Rent,10701943,59
Y,100730,12,D,13,Own,7519565,48
Y,770396,13,B,35,Rent,467784,46
Y,640391,14,A,16,Own,872919,55
Y,10790,9,B,33,Rent,9027770,50
Y,77623,14,A,18,Own,2336492,30
Y,212915,11,A,40,Rent,4154323,54
Y,593171,8,C,40,Rent,3339715,54
Y,593776,13,C,50,Own,13069349,47
Y,777878,12,C,36,Own,8128203,43
Y,323406,7,A,46,Mortgage,1351700,43
Y,696917,10,C,17,Mortgage,10661296,49
Y,160460,13,D,34,Rent,1663877,41
Y,53457,10,C,37,Mortgage,12440889,34
Y,133241,13,C,30,Rent,14280007,50
Y,417784,12,C,31,Rent,13909444,25
Y,128508,7,A,11,Own,3043183,58
Y,818641,13,C,25,Mortgage,10303932,29
Y,285133,14,C,49,Rent,496147,54
Y,54320,13,D,8,Rent,235174,50
Y,803448,10,D,43,Own,5554598,30
Y,774217,14,A,35,Mortgage,6578775,61
Y,443956,12,B,42,Own,10860002,56
Y,523013,9,B,44,Mortgage,9342182,31
Y,692294,12,B,21,Rent,7778906,31
Y,568486,11,C,49,Mortgage,8481665,61
Y,686460,7,D,48,Rent,1307806,59
Y,367057,11,C,55,Own,7066320,60
Y,697692,12,B,20,Own,9989286,54
Y,352874,11,D,51,Own,104312,43
Y,148180,12,B,52,Mortgage,2552378,55
Y,472908,10,D,47,Rent,9766298,43
Y,194990,7,B,47,Rent,10646567,39
Y,432487,13,A,38,Mortgage,7340404,63
Y,411772,14,C,37,Mortgage,5723402,44
Y,595673,8,B,14,Own,3649798,43
Y,200033,10,D,43,Own,7201927,39
Y,842533,9,C,7,Rent,1877189,43
Y,421831,12,B,10,Own,9230502,56
Y,414749,14,B,44,Rent,8978423,51
Y,454368,8,D,25,Rent,9954304,51
Y,700550,9,D,49,Own,5645037,61
Y,824215,7,C,29,Mortgage,5230592,41
Y,62578,8,D,11,Own,1470668,57
Y,254227,14,A,13,Rent,2346486,54
Y,894806,13,B,51,Rent,12601950,57
Y,311216,8,A,39,Own,3595790,43
Y,283236,11,C,37,Mortgage,14296144,64
Y,883340,13,B,15,Mortgage,4878769,33
Y,733248,7,C,17,Own,9403936,43
Y,670760,11,A,13,Own,3737420,30
Y,24498,8,D,14,Rent,13958230,54
Y,940710,14,B,43,Rent,4102499,35
Y,675787,8,D,55,Own,887165,63
Y,43234,12,A,26,Rent,10359852,55
Y,72036,9,C,24,Rent,1009738,50
Y,588089,10,A,24,Rent,1296506,60
Y,232539,10,A,54,Rent,4473094,38
Y,46362,14,A,35,Mortgage,4641164,60
Y,871344,14,B,48,Mortgage,609557,43
Y,490598,7,D,14,Own,11152714,57
Y,274230,9,B,13,Mortgage,8329686,62
Y,676512,12,C,42,Mortgage,9960465,50
Y,727700,14,C,15,Mortgage,13490371,54
Y,891432,7,D,46,Mortgage,3587782,37
Y,37441,11,A,54,Mortgage,10791946,49
Y,887961,9,D,31,Mortgage,134017,36
Y,841357,7,A,19,Mortgage,12610613,26
Y,96912,7,B,6,Rent,2913820,27
Y,331838,7,C,53,Mortgage,12888001,34
Y,502264,12,B,55,Mortgage,5230984,38
Y,519134,14,C,30,Rent,9592738,50
Y,604450,9,B,45,Rent,328086,36
Y,948140,14,A,9,Own,10758716,54
Y,800692,8,D,11,Rent,9158245,25
Y,747092,7,C,8,Own,4146978,32
Y,447219,11,D,40,Own,9302169,63
Y,220125,7,D,35,Own,5346946,59
Y,378861,14,C,50,Mortgage,2261267,28
Y,189067,8,A,9,Rent,13328753,25
Y,537903,8,D,26,Own,14866566,32
Y,880170,12,C,27,Rent,12077501,27
Y,318403,10,B,20,Rent,942980,40
Y,746287,12,C,50,Rent,14617833,49
Y,849295,7,A,6,Own,5101650,42
Y,318155,14,A,54,Rent,5391493,29
Y,739721,13,B,50,Rent,8647593,53
Y,454744,7,D,33,Own,2632513,58
Y,785912,8,D,16,Rent,7074921,35
Y,129813,13,C,46,Mortgage,14166158,60
Y,642467,14,C,50,Own,4307959,49
Y,793392,12,B,16,Own,1151879,29
Y,284892,8,B,33,Own,10280623,41
Y,97398,10,A,52,Own,3840136,43
Y,209172,12,A,45,Rent,4295462,45
Y,818190,8,A,48,Own,894343,37
Y,36931,11,A,32,Own,7234825,49
Y,847230,11,D,39,Own,10786809,62
Y,200091,12,C,14,Own,6666378,64
Y,56645,7,B,47,Mortgage,9692352,57
Y,769598,11,A,7,Own,14741939,37
Y,398257,14,A,44,Mortgage,5446839,50
Y,921279,11,C,49,Own,2749102,36
Y,852806,8,C,29,Mortgage,5844093,56
Y,232950,14,D,14,Own,6744120,27
Y,135849,9,A,49,Own,12374296,61
Y,757666,12,A,9,Mortgage,3069559,32
Y,938839,12,B,50,Mortgage,5304254,31
Y,790703,8,B,39,Own,6772322,64
Y,828990,8,A,53,Rent,6022617,34
Y,28825,8,A,8,Own,13355171,50
Y,91674,12,D,27,Own,12090152,52
Y,819503,7,C,23,Own,3168604,34
Y,71348,8,C,19,Rent,5052681,48
Y,569829,7,D,52,Rent,13251587,40
Y,615169,9,A,11,Rent,1683848,36
Y,127006,12,D,11,Rent,13692126,48
Y,753758,7,A,22,Rent,6991033,38
Y,939582,7,C,36,Mortgage,11520953,65
Y,194807,9,A,20,Rent,14236799,59
Y,63412,12,A,33,Mortgage,13153775,62
Y,878890,14,B,42,Rent,505316,43
Y,20583,9,D,9,Rent,9662380,44
Y,129690,7,A,33,Rent,4192680,35
Y,777346,8,A,24,Mortgage,8733383,53
Y,860965,14,A,52,Rent,5488451,45
Y,684346,12,D,34,Rent,11819876,54
Y,575217,10,A,54,Own,14562120,28
Y,440094,11,C,8,Own,4912624,46
Y,191930,10,C,53,Mortgage,4189677,32
Y,23189,13,D,50,Mortgage,13152598,37
Y,671246,7,B,48,Rent,648887,45
Y,139788,11,B,48,Mortgage,2309681,58
Y,246283,11,C,45,Own,5448908,45
Y,39834,8,D,32,Mortgage,407937,62
Y,458168,11,D,13,Own,13190367,33
Y,12577,7,C,53,Rent,5172073,26
Y,863837,9,B,30,Rent,6611813,52
Y,667094,13,D,47,Mortgage,5632737,60
Y,440630,7,A,20,Own,251464,41
Y,112233,8,C,45,Rent,10437523,51
Y,478436,13,D,17,Rent,8310207,65
Y,923869,13,C,40,Own,8349250,49
Y,277060,11,A,10,Mortgage,8147886,52
Y,80123,14,C,11,Mortgage,2328277,62
Y,710406,12,C,27,Rent,9648434,52
Y,341031,11,A,52,Rent,539227,42
Y,794666,11,D,37,Rent,1114424,54
Y,454642,10,A,29,Mortgage,2329794,36
Y,656686,7,D,39,Rent,2101233,64
Y,877366,8,A,44,Own,2093214,48
Y,324502,11,C,10,Rent,869690,40
Y,404714,13,B,21,Mortgage,1743253,58
Y,672481,14,B,12,Own,2374020,50
Y,683631,10,A,33,Rent,11222528,30
Y,91453,7,A,6,Mortgage,13526178,45
Y,473033,13,B,42,Rent,3645852,38
Y,23224,11,D,19,Rent,11426921,36
Y,748758,13,A,37,Own,8078511,63
Y,375706,13,B,31,Mortgage,4941223,61
Y,872912,14,B,53,Rent,11448367,32
Y,697364,12,C,53,Rent,2246162,25
Y,884151,8,A,5,Rent,1506122,48
Y,270858,12,B,29,Own,1689677,53
Y,652776,12,A,45,Rent,7638205,25
Y,660322,12,A,25,Mortgage,3751726,57
Y,839771,9,D,22,Own,4701128,36
Y,404281,8,D,18,Mortgage,11239940,29
Y,908270,12,D,52,Own,3359892,52
Y,623188,7,B,13,Mortgage,7570646,25
Y,856440,9,A,17,Mortgage,8089132,39
Y,269862,13,D,46,Rent,12172767,49
Y,437869,9,A,30,Rent,13866907,31
Y,868139,12,B,50,Own,8773162,25
Y,814259,7,D,28,Mortgage,11386314,43
Y,867475,7,A,32,Own,13853687,28
Y,32820,13,C,18,Mortgage,11511502,60
Y,28177,14,D,55,Rent,104938,40
Y,250247,9,D,21,Rent,1847849,63
Y,343494,9,C,11,Rent,6294449,53
Y,291562,9,D,25,Own,10546570,25
Y,857615,9,C,6,Rent,2202668,49
Y,326930,8,C,40,Mortgage,13284338,42
Y,148702,7,C,14,Own,5420724,49
Y,921168,10,A,30,Mortgage,10237529,45
Y,933142,8,B,13,Rent,9599718,46
Y,622107,7,C,27,Own,471425,31
Y,221461,7,B,33,Mortgage,2798053,47
Y,891554,10,B,46,Rent,8159157,34
